Nr. movimento;budget/cons;Tipo movimento;Nr articolo;Tipo origine;Nr. origine;Quantità;Importo vendita in valuta locale (TOTALE VENDITA)
30794;BUDGET;Vendita;ART0002027;Cliente;C00140;2;109.04
30795;BUDGET;Vendita;ART0002028;Cliente;C00140;1;65.8
30796;BUDGET;Vendita;ART0002029;Cliente;C00140;1;28.2
30798;BUDGET;Vendita;ART0002299;Cliente;C00140;1;150.4
30802;BUDGET;Vendita;ART0001534;Cliente;C00140;1;20.68
30803;BUDGET;Vendita;ART0001535;Cliente;C00140;8;75.2
30809;BUDGET;Vendita;ART0002026;Cliente;C00140;2;103.4
30810;BUDGET;Vendita;ART0002027;Cliente;C00140;2;109.04
30811;BUDGET;Vendita;ART0002028;Cliente;C00140;1;65.8
30812;BUDGET;Vendita;ART0002029;Cliente;C00140;1;28.2
30814;BUDGET;Vendita;ART0002299;Cliente;C00140;1;150.4
30815;BUDGET;Vendita;ART0002619;Cliente;C00140;1;197.4
30817;BUDGET;Vendita;ART0003099;Cliente;C00140;2;60.53
30896;BUDGET;Vendita;ART0000782;Cliente;C00140;2;554.6
30897;BUDGET;Vendita;ART0000782;Cliente;C00140;2;554.6
30913;BUDGET;Vendita;ART0002530;Cliente;C00140;1;41.36
30918;BUDGET;Vendita;ART0005136;Cliente;C00140;2;0
30919;BUDGET;Vendita;ART0005136;Cliente;C00140;2;0
30920;BUDGET;Vendita;ART0005136;Cliente;C00140;2;37.6
30979;BUDGET;Vendita;ART0005136;Cliente;C00455;2;32
30992;BUDGET;Vendita;ART0005136;Cliente;C00015;4;60
31038;BUDGET;Vendita;ART0000848;Cliente;C00140;15;2538
31044;BUDGET;Vendita;ART0002132;Cliente;C00140;1;63.92
31045;BUDGET;Vendita;ART0002144;Cliente;C00140;1;63.92
31046;BUDGET;Vendita;ART0002145;Cliente;C00140;1;79.9
31047;BUDGET;Vendita;ART0002238;Cliente;C00140;1;32.9
31088;BUDGET;Vendita;ART0004362;Cliente;C00004;10;160
31102;BUDGET;Vendita;ART0003642;Cliente;C00094;2;46
31104;BUDGET;Vendita;ART0003704;Cliente;C00094;2;96
31113;BUDGET;Vendita;ART0000119;Cliente;C00026;6;282
31178;BUDGET;Vendita;ART0005136;Cliente;C00084;1;50
31197;BUDGET;Vendita;ART0002464;Cliente;C00140;1;150.4
31198;BUDGET;Vendita;ART0001441;Cliente;C00140;1;24.22
31202;BUDGET;Vendita;ART0001441;Cliente;C00140;1;24.21
31230;BUDGET;Vendita;ART0005136;Cliente;C00004;2;80
31264;BUDGET;Vendita;ART0002148;Cliente;C00140;3;111.56
31273;BUDGET;Vendita;ART0002712;Cliente;C00140;1;84.6
31275;BUDGET;Vendita;ART0002978;Cliente;C00140;1;173.9
31284;BUDGET;Vendita;ART0002586;Cliente;C00140;1;159.8
31286;BUDGET;Vendita;ART0002978;Cliente;C00140;1;173.9
31307;BUDGET;Vendita;ART0005136;Cliente;C00140;1;65.8
31328;BUDGET;Vendita;ART0003609;Cliente;C00094;2;184
31329;BUDGET;Vendita;ART0003610;Cliente;C00094;16;400
31405;BUDGET;Vendita;ART0002513;Cliente;C00140;4;135.36
31406;BUDGET;Vendita;ART0001590;Cliente;C00140;3;13.25
31409;BUDGET;Vendita;ART0000769;Cliente;C00140;3;1113.9
31410;BUDGET;Vendita;ART0000853;Cliente;C00140;15;4540.2
31498;BUDGET;Vendita;ART0005110;Cliente;C00471;2;100
31499;BUDGET;Vendita;ART0005111;Cliente;C00471;2;70
31500;BUDGET;Vendita;ART0005112;Cliente;C00471;2;90
31591;BUDGET;Vendita;ART0004357;Cliente;C00004;50;650
31641;BUDGET;Vendita;ART0000630;Cliente;C00004;21;630
31667;BUDGET;Vendita;ART0000782;Cliente;C00140;1;277.3
31669;BUDGET;Vendita;ART0000782;Cliente;C00140;1;277.3
31670;BUDGET;Vendita;ART0000778;Cliente;C00140;2;596.71
31671;BUDGET;Vendita;ART0000762;Cliente;C00140;10;3365.2
31672;BUDGET;Vendita;ART0000795;Cliente;C00140;8;1767.2
31673;BUDGET;Vendita;ART0000795;Cliente;C00140;8;1767.2
31679;BUDGET;Vendita;ART0002740;Cliente;C00140;20;470
31681;BUDGET;Vendita;ART0002370;Cliente;C00140;1;65.73
31683;BUDGET;Vendita;ART0001294;Cliente;C00140;1;11.28
31684;BUDGET;Vendita;ART0003099;Cliente;C00140;2;60.53
31685;BUDGET;Vendita;ART0002210;Cliente;C00140;1;23.35
31688;BUDGET;Vendita;ART0002476;Cliente;C00140;5;60.53
31694;BUDGET;Vendita;ART0002172;Cliente;C00140;1;48.88
31697;BUDGET;Vendita;ART0003099;Cliente;C00140;4;121.07
31703;BUDGET;Vendita;ART0003132;Cliente;C00140;4;71.44
31704;BUDGET;Vendita;ART0003844;Cliente;C00140;2;60.16
31707;BUDGET;Vendita;ART0001739;Cliente;C00140;1;79.9
31708;BUDGET;Vendita;ART0001739;Cliente;C00140;1;79.9
31724;BUDGET;Vendita;ART0002048;Cliente;C00140;10;188
31725;BUDGET;Vendita;ART0002444;Cliente;C00140;10;329
31726;BUDGET;Vendita;ART0002867;Cliente;C00140;10;1410
31727;BUDGET;Vendita;ART0002909;Cliente;C00140;10;799
31729;BUDGET;Vendita;ART0001743;Cliente;C00140;1;804.27
31732;BUDGET;Vendita;ART0002451;Cliente;C00140;1;255.11
31733;BUDGET;Vendita;ART0002552;Cliente;C00140;1;30.27
31735;BUDGET;Vendita;ART0003269;Cliente;C00140;8;311.32
31749;BUDGET;Vendita;ART0000121;Cliente;C00026;16;336
31760;BUDGET;Vendita;ART0000752;Cliente;C00140;6;2571.84
31761;BUDGET;Vendita;ART0000804;Cliente;C00140;1;451.2
31766;BUDGET;Vendita;ART0001149;Cliente;C00140;5;90.81
31805;BUDGET;Vendita;ART0004386;Cliente;C00004;18;126
31807;BUDGET;Vendita;ART0005136;Cliente;C00004;23;276
31808;BUDGET;Vendita;ART0005136;Cliente;C00004;2;24
31809;BUDGET;Vendita;ART0004880;Cliente;C00004;10;190
31815;BUDGET;Vendita;ART0005136;Cliente;C00004;1;45
31834;BUDGET;Vendita;ART0000843;Cliente;C00140;2;1184.4
31837;BUDGET;Vendita;ART0002551;Cliente;C00140;1;385.4
31838;BUDGET;Vendita;ART0001575;Cliente;C00140;8;30.08
31849;BUDGET;Vendita;ART0002517;Cliente;C00140;1;48.88
31850;BUDGET;Vendita;ART0001162;Cliente;C00140;1;366.6
31852;BUDGET;Vendita;ART0001993;Cliente;C00140;1;77.83
31853;BUDGET;Vendita;ART0001994;Cliente;C00140;11;237.82
31854;BUDGET;Vendita;ART0002488;Cliente;C00140;1;145.7
31857;BUDGET;Vendita;ART0002306;Cliente;C00140;1;61.1
31865;BUDGET;Vendita;ART0002829;Cliente;C00140;3;84.6
31866;BUDGET;Vendita;ART0002829;Cliente;C00140;3;84.6
31893;BUDGET;Vendita;ART0005136;Cliente;C00297;1;150
31897;BUDGET;Vendita;ART0005136;Cliente;C00455;2;30
31902;BUDGET;Vendita;ART0000313;Cliente;C00026;6;168
31922;BUDGET;Vendita;ART0005136;Cliente;C00001;1;250
31977;BUDGET;Vendita;ART0004671;Cliente;C00473;5;150
31992;BUDGET;Vendita;ART0001095;Cliente;C00471;1;70
32121;BUDGET;Vendita;ART0005136;Cliente;C00004;1;40
32154;BUDGET;Vendita;ART0005136;Cliente;C00479;1;20
32214;BUDGET;Vendita;ART0000851;Cliente;C00140;15;2529.54
32215;BUDGET;Vendita;ART0000756;Cliente;C00140;5;1363
32216;BUDGET;Vendita;ART0000756;Cliente;C00140;3;817.8
32217;BUDGET;Vendita;ART0000756;Cliente;C00140;5;1363
32222;BUDGET;Vendita;ART0002360;Cliente;C00140;2;460.6
32225;BUDGET;Vendita;ART0002370;Cliente;C00140;1;65.73
32244;BUDGET;Vendita;ART0001497;Cliente;C00140;1;20.68
32245;BUDGET;Vendita;ART0001497;Cliente;C00140;1;20.68
32246;BUDGET;Vendita;ART0001653;Cliente;C00140;3;50.76
32247;BUDGET;Vendita;ART0001653;Cliente;C00140;3;50.76
32252;BUDGET;Vendita;ART0003309;Cliente;C00140;3;28.2
32253;BUDGET;Vendita;ART0003309;Cliente;C00140;3;28.2
32254;BUDGET;Vendita;ART0003310;Cliente;C00140;5;37.6
32255;BUDGET;Vendita;ART0003310;Cliente;C00140;1;7.52
32289;BUDGET;Vendita;ART0000749;Cliente;C00140;2;0
32290;BUDGET;Vendita;ART0000749;Cliente;C00140;2;0
32291;BUDGET;Vendita;ART0000749;Cliente;C00140;2;1109.2
32292;BUDGET;Vendita;ART0001612;Cliente;C00140;8;76.1
32293;BUDGET;Vendita;ART0002424;Cliente;C00140;6;78.96
32294;BUDGET;Vendita;ART0002423;Cliente;C00140;5;70.5
32296;BUDGET;Vendita;ART0002109;Cliente;C00140;2;7.52
32297;BUDGET;Vendita;ART0002109;Cliente;C00140;4;15.04
32301;BUDGET;Vendita;ART0001261;Cliente;C00140;1;11.28
32302;BUDGET;Vendita;ART0001263;Cliente;C00140;1;12.22
32376;BUDGET;Vendita;ART0005136;Cliente;C00455;1;60
32385;BUDGET;Vendita;ART0000783;Cliente;C00140;2;546.55
32393;BUDGET;Vendita;ART0002195;Cliente;C00140;1;95.88
32394;BUDGET;Vendita;ART0002886;Cliente;C00140;1;126.9
32461;BUDGET;Vendita;ART0005136;Cliente;C00004;4;100
32473;BUDGET;Vendita;ART0000753;Cliente;C00140;12;1692
32526;BUDGET;Vendita;ART0000555;Cliente;C00004;1;110
32536;BUDGET;Vendita;ART0000849;Cliente;C00140;1;345.45
32538;BUDGET;Vendita;ART0000830;Cliente;C00140;1;578.1
32539;BUDGET;Vendita;ART0001636;Cliente;C00140;4;0
32540;BUDGET;Vendita;ART0001636;Cliente;C00140;4;0
32548;BUDGET;Vendita;ART0001276;Cliente;C00140;1;10.81
32552;BUDGET;Vendita;ART0001587;Cliente;C00140;3;29.83
32553;BUDGET;Vendita;ART0002598;Cliente;C00140;1;84.6
32554;BUDGET;Vendita;ART0003164;Cliente;C00140;1;103.4
32555;BUDGET;Vendita;ART0001252;Cliente;C00140;1;220.9
32556;BUDGET;Vendita;ART0001252;Cliente;C00140;1;220.9
32557;BUDGET;Vendita;ART0002271;Cliente;C00140;1;150.4
32558;BUDGET;Vendita;ART0002271;Cliente;C00140;1;150.4
32559;BUDGET;Vendita;ART0002918;Cliente;C00140;1;117.5
32560;BUDGET;Vendita;ART0002918;Cliente;C00140;1;117.5
32561;BUDGET;Vendita;ART0002919;Cliente;C00140;1;117.5
32562;BUDGET;Vendita;ART0002919;Cliente;C00140;1;117.5
32563;BUDGET;Vendita;ART0001219;Cliente;C00140;2;193.72
32564;BUDGET;Vendita;ART0002240;Cliente;C00140;2;169.2
32565;BUDGET;Vendita;ART0002452;Cliente;C00140;2;507.6
32566;BUDGET;Vendita;ART0002556;Cliente;C00140;2;178.6
32567;BUDGET;Vendita;ART0002968;Cliente;C00140;2;216.2
32568;BUDGET;Vendita;ART0002969;Cliente;C00140;2;235
32580;BUDGET;Vendita;ART0005136;Cliente;C00004;6;60
32602;BUDGET;Vendita;ART0002531;Cliente;C00140;5;389.16
32672;BUDGET;Vendita;ART0002866;Cliente;C00140;4;289.52
32673;BUDGET;Vendita;ART0002866;Cliente;C00140;2;144.76
32677;BUDGET;Vendita;ART0004717;Cliente;C00473;6;78
32684;BUDGET;Vendita;ART0004375;Cliente;C00004;10;200
32791;BUDGET;Vendita;ART0000795;Cliente;C00140;15;3313.5
32793;BUDGET;Vendita;ART0001185;Cliente;C00140;2;84.6
32794;BUDGET;Vendita;ART0001185;Cliente;C00140;4;169.2
32796;BUDGET;Vendita;ART0002555;Cliente;C00140;2;159.8
32797;BUDGET;Vendita;ART0002628;Cliente;C00140;1;65.8
32798;BUDGET;Vendita;ART0002628;Cliente;C00140;1;65.8
32799;BUDGET;Vendita;ART0002755;Cliente;C00140;1;192.7
32800;BUDGET;Vendita;ART0002755;Cliente;C00140;1;192.7
32802;BUDGET;Vendita;ART0002755;Cliente;C00140;1;192.7
32823;BUDGET;Vendita;ART0000753;Cliente;C00140;10;1410
32904;BUDGET;Vendita;ART0005136;Cliente;C00018;2;240
32905;BUDGET;Vendita;ART0005136;Cliente;C00018;2;140
32914;BUDGET;Vendita;ART0005136;Cliente;C00015;32;32
32947;BUDGET;Vendita;ART0004697;Cliente;C00473;1;115
32949;BUDGET;Vendita;ART0004659;Cliente;C00473;12;228
32950;BUDGET;Vendita;ART0004660;Cliente;C00473;6;234
32995;BUDGET;Vendita;ART0004420;Cliente;C00004;3;57
33003;BUDGET;Vendita;ART0000697;Cliente;C00004;1;70
33004;BUDGET;Vendita;ART0004392;Cliente;C00004;34;612
33005;BUDGET;Vendita;ART0000697;Cliente;C00004;1;70
33006;BUDGET;Vendita;ART0005136;Cliente;C00004;50;150
33007;BUDGET;Vendita;ART0000625;Cliente;C00004;10;980
33008;BUDGET;Vendita;ART0000627;Cliente;C00004;20;460
33009;BUDGET;Vendita;ART0000639;Cliente;C00004;10;195
33010;BUDGET;Vendita;ART0000644;Cliente;C00004;10;450
33011;BUDGET;Vendita;ART0000645;Cliente;C00004;10;300
33030;BUDGET;Vendita;ART0000758;Cliente;C00140;3;827.95
33031;BUDGET;Vendita;ART0000752;Cliente;C00140;6;2571.84
33032;BUDGET;Vendita;ART0000786;Cliente;C00140;3;1002.79
33033;BUDGET;Vendita;ART0001636;Cliente;C00140;4;56.4
33038;BUDGET;Vendita;ART0001606;Cliente;C00140;12;101.52
33039;BUDGET;Vendita;ART0002385;Cliente;C00140;6;219.96
33043;BUDGET;Vendita;ART0002102;Cliente;C00140;4;109.04
33044;BUDGET;Vendita;ART0002107;Cliente;C00140;3;28.2
33045;BUDGET;Vendita;ART0001154;Cliente;C00140;14;144.76
33054;BUDGET;Vendita;ART0002747;Cliente;C00140;2;311.32
33063;BUDGET;Vendita;ART0002210;Cliente;C00140;1;23.35
33142;BUDGET;Vendita;ART0002739;Cliente;C00140;5;164.5
33146;BUDGET;Vendita;ART0001981;Cliente;C00140;1;23.5
33151;BUDGET;Vendita;ART0002949;Cliente;C00140;2;466.99
33154;BUDGET;Vendita;ART0001733;Cliente;C00140;8;526.4
33156;BUDGET;Vendita;ART0002107;Cliente;C00140;3;28.2
33157;BUDGET;Vendita;ART0002385;Cliente;C00140;6;219.96
33159;BUDGET;Vendita;ART0000796;Cliente;C00140;1;451.2
33160;BUDGET;Vendita;ART0000772;Cliente;C00140;1;374.12
33164;BUDGET;Vendita;ART0000788;Cliente;C00140;1;310.2
33165;BUDGET;Vendita;ART0000788;Cliente;C00140;1;310.2
33167;BUDGET;Vendita;ART0000804;Cliente;C00140;2;902.4
33169;BUDGET;Vendita;ART0000826;Cliente;C00140;3;2622.6
33298;BUDGET;Vendita;ART0004711;Cliente;C00473;3;144
33303;BUDGET;Vendita;ART0000748;Cliente;C00140;5;408.9
33307;BUDGET;Vendita;ART0001149;Cliente;C00140;4;72.64
33308;BUDGET;Vendita;ART0002476;Cliente;C00140;4;48.43
33392;BUDGET;Vendita;ART0001575;Cliente;C00140;8;30.08
33394;BUDGET;Vendita;ART0001575;Cliente;C00140;8;30.08
33401;BUDGET;Vendita;ART0001202;Cliente;C00140;1;413.6
33402;BUDGET;Vendita;ART0001203;Cliente;C00140;1;253.8
33404;BUDGET;Vendita;ART0002508;Cliente;C00140;1;79.9
33407;BUDGET;Vendita;ART0004889;Cliente;C00471;3;450
33425;BUDGET;Vendita;ART0000157;Cliente;C00026;1;380
33426;BUDGET;Vendita;ART0000320;Cliente;C00026;3;198
33427;BUDGET;Vendita;ART0000151;Cliente;C00026;5;350
33428;BUDGET;Vendita;ART0000152;Cliente;C00026;5;235
33514;BUDGET;Vendita;ART0005136;Cliente;C00004;30;225
33515;BUDGET;Vendita;ART0000635;Cliente;C00004;10;150
33522;BUDGET;Vendita;ART0000811;Cliente;C00140;2;1485.2
33523;BUDGET;Vendita;ART0001433;Cliente;C00140;4;18.8
33527;BUDGET;Vendita;ART0003268;Cliente;C00140;1;4.76
33528;BUDGET;Vendita;ART0002938;Cliente;C00140;2;347.8
33529;BUDGET;Vendita;ART0002456;Cliente;C00140;1;327.12
33579;BUDGET;Vendita;ART0004656;Cliente;C00473;6;66
33581;BUDGET;Vendita;ART0004689;Cliente;C00473;12;120
33588;BUDGET;Vendita;ART0004718;Cliente;C00473;2;50
33589;BUDGET;Vendita;ART0004737;Cliente;C00473;10;180
33597;BUDGET;Vendita;ART0005136;Cliente;C00004;3;36
33598;BUDGET;Vendita;ART0005136;Cliente;C00004;2;70
33599;BUDGET;Vendita;ART0005136;Cliente;C00004;1;25
33600;BUDGET;Vendita;ART0005136;Cliente;C00004;6;150
33619;BUDGET;Vendita;ART0005136;Cliente;C00015;4;30
33622;BUDGET;Vendita;ART0000748;Cliente;C00140;5;408.9
33624;BUDGET;Vendita;ART0000845;Cliente;C00140;1;1081
33625;BUDGET;Vendita;ART0002455;Cliente;C00140;1;545.2
33627;BUDGET;Vendita;ART0001628;Cliente;C00140;12;146.64
33636;BUDGET;Vendita;ART0001099;Cliente;C00471;4;692
33637;BUDGET;Vendita;ART0001100;Cliente;C00471;4;160
33639;BUDGET;Vendita;ART0001102;Cliente;C00471;4;240
33641;BUDGET;Vendita;ART0001104;Cliente;C00471;4;180
33642;BUDGET;Vendita;ART0003167;Cliente;C00471;1;48
33643;BUDGET;Vendita;ART0003167;Cliente;C00471;3;144
33644;BUDGET;Vendita;ART0003169;Cliente;C00471;1;92
33645;BUDGET;Vendita;ART0003169;Cliente;C00471;3;276
33646;BUDGET;Vendita;ART0004898;Cliente;C00471;3;45
33647;BUDGET;Vendita;ART0004898;Cliente;C00471;9;135
33648;BUDGET;Vendita;ART0004901;Cliente;C00471;3;30
33649;BUDGET;Vendita;ART0004901;Cliente;C00471;9;90
33650;BUDGET;Vendita;ART0004902;Cliente;C00471;3;180
33651;BUDGET;Vendita;ART0004902;Cliente;C00471;9;540
33652;BUDGET;Vendita;ART0004904;Cliente;C00471;1;22
33653;BUDGET;Vendita;ART0004904;Cliente;C00471;3;66
33654;BUDGET;Vendita;ART0004919;Cliente;C00471;3;258
33655;BUDGET;Vendita;ART0004924;Cliente;C00471;9;774
33705;BUDGET;Vendita;ART0002370;Cliente;C00140;3;197.17
33775;BUDGET;Vendita;ART0000226;Cliente;C00026;4;960
33833;BUDGET;Vendita;ART0000748;Cliente;C00140;40;3271.21
33834;BUDGET;Vendita;ART0000782;Cliente;C00140;1;277.3
33835;BUDGET;Vendita;ART0000853;Cliente;C00140;15;4540.2
33836;BUDGET;Vendita;ART0001493;Cliente;C00140;1;42.3
33846;BUDGET;Vendita;ART0002958;Cliente;C00140;1;82.25
33847;BUDGET;Vendita;ART0002959;Cliente;C00140;1;130.66
33848;BUDGET;Vendita;ART0001605;Cliente;C00140;12;203.04
33863;BUDGET;Vendita;ART0003132;Cliente;C00140;2;35.72
33864;BUDGET;Vendita;ART0003844;Cliente;C00140;1;30.08
33868;BUDGET;Vendita;ART0003263;Cliente;C00140;1;14.1
33925;BUDGET;Vendita;ART0003195;Cliente;C00140;2;131.6
33926;BUDGET;Vendita;ART0001575;Cliente;C00140;8;30.08
33932;BUDGET;Vendita;ART0001185;Cliente;C00140;4;169.2
33988;BUDGET;Vendita;ART0000804;Cliente;C00140;1;451.2
33989;BUDGET;Vendita;ART0000804;Cliente;C00140;1;451.2
33990;BUDGET;Vendita;ART0001154;Cliente;C00140;40;413.6
33993;BUDGET;Vendita;ART0001215;Cliente;C00140;2;548.96
33994;BUDGET;Vendita;ART0002450;Cliente;C00140;2;770.8
33995;BUDGET;Vendita;ART0002962;Cliente;C00140;2;338.4
33996;BUDGET;Vendita;ART0001208;Cliente;C00140;1;244.4
34002;BUDGET;Vendita;ART0001637;Cliente;C00140;4;488.8
34003;BUDGET;Vendita;ART0002228;Cliente;C00140;1;87.42
34004;BUDGET;Vendita;ART0002262;Cliente;C00140;1;169.2
34005;BUDGET;Vendita;ART0002988;Cliente;C00140;1;216.2
34006;BUDGET;Vendita;ART0002989;Cliente;C00140;1;225.6
34007;BUDGET;Vendita;ART0002990;Cliente;C00140;1;169.2
34015;BUDGET;Vendita;ART0005028;Cliente;C00026;2;700
34016;BUDGET;Vendita;ART0003824;Cliente;C00026;10;110
34119;BUDGET;Vendita;ART0005136;Cliente;C00004;6;540
34130;BUDGET;Vendita;ART0002263;Cliente;C00140;1;126.9
34134;BUDGET;Vendita;ART0001610;Cliente;C00140;4;48.43
34137;BUDGET;Vendita;ART0002552;Cliente;C00140;1;30.27
34138;BUDGET;Vendita;ART0003269;Cliente;C00140;8;311.33
34143;BUDGET;Vendita;ART0000812;Cliente;C00140;4;2857.6
34144;BUDGET;Vendita;ART0000812;Cliente;C00140;2;1428.8
34271;BUDGET;Vendita;ART0002070;Cliente;C00140;1;131.6
34272;BUDGET;Vendita;ART0002191;Cliente;C00140;2;164.32
34273;BUDGET;Vendita;ART0002963;Cliente;C00140;2;311.32
34278;BUDGET;Vendita;ART0002416;Cliente;C00140;12;67.68
34292;BUDGET;Vendita;ART0002102;Cliente;C00140;4;109.04
34295;BUDGET;Vendita;ART0002411;Cliente;C00140;4;244.4
34339;BUDGET;Vendita;ART0000782;Cliente;C00140;1;277.3
34342;BUDGET;Vendita;ART0002961;Cliente;C00140;2;484.29
34344;BUDGET;Vendita;ART0001743;Cliente;C00140;1;804.27
34345;BUDGET;Vendita;ART0002451;Cliente;C00140;1;255.11
34347;BUDGET;Vendita;ART0001745;Cliente;C00140;1;357.2
34348;BUDGET;Vendita;ART0002580;Cliente;C00140;1;263.2
34349;BUDGET;Vendita;ART0002581;Cliente;C00140;1;286.7
34468;BUDGET;Vendita;ART0002551;Cliente;C00140;1;385.4
34492;BUDGET;Vendita;ART0003580;Cliente;C00094;18;234
34494;BUDGET;Vendita;ART0003612;Cliente;C00094;36;900
34495;BUDGET;Vendita;ART0003642;Cliente;C00094;9;207
34496;BUDGET;Vendita;ART0003780;Cliente;C00094;108;1728
34516;BUDGET;Vendita;ART0005136;Cliente;C00004;10;120
34517;BUDGET;Vendita;ART0004880;Cliente;C00004;19;361
34528;BUDGET;Vendita;ART0000877;Cliente;C00001;4;952
34529;BUDGET;Vendita;ART0000878;Cliente;C00001;4;912
34530;BUDGET;Vendita;ART0000879;Cliente;C00001;4;312
34531;BUDGET;Vendita;ART0000880;Cliente;C00001;16;64
34532;BUDGET;Vendita;ART0000881;Cliente;C00001;4;392
34533;BUDGET;Vendita;ART0000882;Cliente;C00001;16;272
34534;BUDGET;Vendita;ART0000883;Cliente;C00001;4;188
34536;BUDGET;Vendita;ART0000885;Cliente;C00001;4;256
34537;BUDGET;Vendita;ART0000887;Cliente;C00001;4;72
34538;BUDGET;Vendita;ART0000888;Cliente;C00001;4;128
34539;BUDGET;Vendita;ART0000889;Cliente;C00001;4;368
34540;BUDGET;Vendita;ART0000890;Cliente;C00001;4;64
34541;BUDGET;Vendita;ART0000891;Cliente;C00001;4;268
34542;BUDGET;Vendita;ART0000893;Cliente;C00001;4;500
34578;BUDGET;Vendita;ART0000762;Cliente;C00140;10;3365.2
34579;BUDGET;Vendita;ART0000783;Cliente;C00140;2;546.55
34581;BUDGET;Vendita;ART0002152;Cliente;C00140;4;86.48
34590;BUDGET;Vendita;ART0003099;Cliente;C00140;2;60.54
34591;BUDGET;Vendita;ART0002010;Cliente;C00140;1;47
34592;BUDGET;Vendita;ART0002267;Cliente;C00140;2;184.24
34593;BUDGET;Vendita;ART0003135;Cliente;C00140;1;32.9
34597;BUDGET;Vendita;ART0003132;Cliente;C00140;2;35.72
34598;BUDGET;Vendita;ART0003844;Cliente;C00140;1;30.08
34600;BUDGET;Vendita;ART0002249;Cliente;C00140;1;36.32
34602;BUDGET;Vendita;ART0002753;Cliente;C00140;1;103.4
34690;BUDGET;Vendita;ART0000227;Cliente;C00026;6;360
34691;BUDGET;Vendita;ART0000228;Cliente;C00026;12;420
34692;BUDGET;Vendita;ART0000229;Cliente;C00026;12;420
34695;BUDGET;Vendita;ART0000697;Cliente;C00004;2;140
34699;BUDGET;Vendita;ART0000115;Cliente;C00026;3;0
34701;BUDGET;Vendita;ART0003824;Cliente;C00026;10;0
34703;BUDGET;Vendita;ART0000115;Cliente;C00026;3;0
34705;BUDGET;Vendita;ART0003824;Cliente;C00026;10;0
34707;BUDGET;Vendita;ART0000115;Cliente;C00026;3;1050
34709;BUDGET;Vendita;ART0003824;Cliente;C00026;10;110
34715;BUDGET;Vendita;ART0000795;Cliente;C00140;8;1767.2
34758;BUDGET;Vendita;ART0002139;Cliente;C00140;1;64.86
34759;BUDGET;Vendita;ART0002139;Cliente;C00140;1;64.86
34760;BUDGET;Vendita;ART0001228;Cliente;C00140;1;12.97
34761;BUDGET;Vendita;ART0001238;Cliente;C00140;1;17.86
34766;BUDGET;Vendita;ART0001018;Cliente;C00140;1;319.6
34768;BUDGET;Vendita;ART0000778;Cliente;C00140;1;298.36
34769;BUDGET;Vendita;ART0000778;Cliente;C00140;1;298.35
34778;BUDGET;Vendita;ART0004885;Cliente;C00471;3;0
34781;BUDGET;Vendita;ART0001046;Cliente;C00471;1;65
34782;BUDGET;Vendita;ART0001047;Cliente;C00471;1;67
34783;BUDGET;Vendita;ART0004885;Cliente;C00471;3;0
34862;BUDGET;Vendita;ART0004675;Cliente;C00473;5;65
34890;BUDGET;Vendita;ART0005136;Cliente;C00158;64;320
34913;BUDGET;Vendita;ART0004384;Cliente;C00004;110;935
34917;BUDGET;Vendita;ART0000752;Cliente;C00140;4;1714.56
34925;BUDGET;Vendita;ART0002140;Cliente;C00140;1;72.65
34926;BUDGET;Vendita;ART0002140;Cliente;C00140;1;72.64
34935;BUDGET;Vendita;ART0001244;Cliente;C00140;1;455.9
34936;BUDGET;Vendita;ART0002706;Cliente;C00140;1;300.8
34937;BUDGET;Vendita;ART0002707;Cliente;C00140;1;216.2
34952;BUDGET;Vendita;ART0002306;Cliente;C00140;1;61.1
35089;CONSUNTIVO;Vendita;ART0000814;Cliente;C00140;1;545.2
35090;BUDGET;Vendita;ART0001575;Cliente;C00140;20;75.2
35102;BUDGET;Vendita;ART0002586;Cliente;C00140;1;159.8
35191;BUDGET;Vendita;ART0005136;Cliente;C00017;1;120
35208;BUDGET;Vendita;ART0004885;Cliente;C00471;3;360
35231;BUDGET;Vendita;ART0004104;Cliente;C00297;4;3520
35236;BUDGET;Vendita;ART0000778;Cliente;C00140;1;298.17
35238;BUDGET;Vendita;ART0001249;Cliente;C00140;1;65.76
35240;BUDGET;Vendita;ART0001731;Cliente;C00140;4;356.98
35244;BUDGET;Vendita;ART0002895;Cliente;C00140;1;173.79
35245;BUDGET;Vendita;ART0002895;Cliente;C00140;1;173.8
35246;BUDGET;Vendita;ART0002896;Cliente;C00140;1;169.09
35247;BUDGET;Vendita;ART0002896;Cliente;C00140;1;169.1
35435;BUDGET;Vendita;ART0000308;Cliente;C00026;20;800
35450;BUDGET;Vendita;ART0000748;Cliente;C00140;50;4086.48
35451;BUDGET;Vendita;ART0000847;Cliente;C00140;2;507.29
35455;BUDGET;Vendita;ART0002793;Cliente;C00140;20;713.96
35464;BUDGET;Vendita;ART0004363;Cliente;C00004;116;1948.8
35466;BUDGET;Vendita;ART0000643;Cliente;C00004;32;320
35468;BUDGET;Vendita;ART0004440;Cliente;C00004;5;700
35550;CONSUNTIVO;Vendita;ART0000841;Cliente;C00140;1;4650.13
35894;Consuntivo;Vendita;ART0005136;Cliente;C00483;1;1550
35944;Consuntivo;Vendita;ART0000752;Cliente;C00140;2;912
35945;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
35947;Consuntivo;Vendita;ART0000811;Cliente;C00140;1;790
