IDImp;nr articolo;budget/consuntivo;Nr. Ordine di produzione;Descrizione;Nr. Area di produzione;Risorsa;Tempo risorsa;Quantità di output
333;ART0000795;BUDGET;ODP17-01092;Montaggio;A40;RIS4;3.5;19
334;ART0005091;BUDGET;ODP17-01515;Fresatura;A30;RIS9;1;4
335;ART0000795;BUDGET;ODP17-01092;Controllo qualità;CQ;RIS16;0;19
336;ART0000625;BUDGET;ODP17-01693;Fresatura;A30;RIS9;3.5;5
337;ART0002740;BUDGET;ODP17-01511;Fresatura;A30;RIS7;3.5;40
338;ART0002740;BUDGET;ODP17-01511;Fresatura;A30;RIS7;2;0
339;ART0004942;BUDGET;ODP17-01515;Fresatura;A30;RIS9;2.15;8
340;ART0004942;BUDGET;ODP17-01515;Controllo qualità;CQ;RIS16;0;8
341;ART0001783;BUDGET;ODP17-01509;Fresatura;A30;RIS7;3;6
342;ART0001866;BUDGET;ODP17-01092;Controllo qualità;CQ;RIS16;0;40
343;ART0000690;BUDGET;ODP17-01508;Tornitura;A20;RIS14;2.5;10
344;ART0001786;BUDGET;ODP17-01982;Tornitura;A20;RIS14;3;8
345;ART0000635;BUDGET;ODP17-01693;Fresatura;A30;RIS9;2;10
346;ART0000635;BUDGET;ODP17-01693;Controllo qualità;CQ;RIS16;0;10
347;ART0000690;BUDGET;ODP17-01508;Controllo qualità;CQ;RIS16;0;10
348;ART0004385;BUDGET;ODP17-01506;Tornitura;A20;RIS2;2.25;41
349;ART0004385;BUDGET;ODP17-01506;Controllo qualità;CQ;RIS16;0;41
350;ART0000627;BUDGET;ODP17-01693;Fresatura;A30;RIS9;4;20
351;ART0004202;BUDGET;ODP17-01566;Fresatura;A30;RIS9;0.5;1
352;ART0001786;BUDGET;ODP17-01982;Fresatura;A30;RIS7;2.75;8
353;ART0001786;BUDGET;ODP17-01982;Fresatura;A30;RIS7;-0.5;0
354;ART0002882;BUDGET;ODP17-01760;Fresatura;A30;RIS7;1.5;0
355;ART0002882;BUDGET;ODP17-01760;Fresatura;A30;RIS7;0.75;1
356;ART0002882;BUDGET;ODP17-01760;Controllo qualità;CQ;RIS16;0;1
357;ART0002015;BUDGET;ODP17-01405;Controllo qualità;CQ;RIS16;0;1
358;ART0001762;BUDGET;ODP17-01406;Controllo qualità;CQ;RIS16;0;1
359;ART0001813;BUDGET;ODP17-01277;Controllo qualità;CQ;RIS16;0;4
360;ART0002896;BUDGET;ODP17-01403;Controllo qualità;CQ;RIS16;0;1
361;ART0002895;BUDGET;ODP17-01403;Controllo qualità;CQ;RIS16;0;1
362;ART0001898;BUDGET;ODP17-01982;Tornitura;A20;RIS14;6;8
363;ART0004946;BUDGET;ODP17-01515;Controllo qualità;CQ;RIS16;0;16
364;ART0005091;BUDGET;ODP17-01515;Controllo qualità;CQ;RIS16;0;4
365;ART0004947;BUDGET;ODP17-01515;Controllo qualità;CQ;RIS16;0;8
366;ART0001898;BUDGET;ODP17-01982;Fresatura;A30;RIS7;4;8
367;ART0001898;BUDGET;ODP17-01982;Brocciatura / stozzatrice;A33;RIS13;1;8
368;ART0001898;BUDGET;ODP17-01982;Fresatura;A30;RIS7;1.25;0
369;ART0000129;BUDGET;ODP17-01503;Tornitura;A20;RIS1;2;5
370;ART0002860;BUDGET;ODP17-02266;Fresatura;A30;RIS9;1.5;0
371;ART0002859;BUDGET;ODP17-02266;Fresatura;A30;RIS9;1.5;0
372;ART0002860;BUDGET;ODP17-02266;Fresatura;A30;RIS9;0.25;0
373;ART0002859;BUDGET;ODP17-02266;Fresatura;A30;RIS9;0.25;0
374;ART0002859;BUDGET;ODP17-02266;Fresatura;A30;RIS9;7.15;7
375;ART0001659;BUDGET;ODP17-01517;Tornitura;A20;RIS2;2.5;24
376;ART0002860;BUDGET;ODP17-02266;Fresatura;A30;RIS9;5.75;7
377;ART0001897;BUDGET;ODP17-02385;Fresatura;A30;RIS7;2.5;0
378;ART0002042;BUDGET;ODP17-02266;Tornitura;A20;RIS14;4;7
379;ART0001897;BUDGET;ODP17-02385;Tornitura;A20;RIS14;7.5;20
380;ART0001659;BUDGET;ODP17-01517;Controllo qualità;CQ;RIS16;0;24
381;ART0001786;BUDGET;ODP17-01982;Controllo qualità;CQ;RIS16;0;8
382;ART0001628;BUDGET;ODP17-01517;Tornitura;A20;RIS4;3;30
383;ART0001628;BUDGET;ODP17-01517;Controllo qualità;CQ;RIS16;0;30
384;ART0001897;BUDGET;ODP17-02385;Fresatura;A30;RIS7;6.5;20
385;ART0001897;BUDGET;ODP17-02385;Fresatura;A30;RIS7;0.25;0
386;ART0002042;BUDGET;ODP17-02266;Fresatura;A30;RIS7;1.25;0
387;ART0001874;BUDGET;ODP17-01406;Controllo qualità;CQ;RIS16;0;1
388;ART0001895;BUDGET;ODP17-01509;Controllo qualità;CQ;RIS16;0;6
389;ART0000129;BUDGET;ODP17-01503;Tornitura;A20;RIS1;2.5;0
390;ART0000129;BUDGET;ODP17-01503;Fresatura;A30;RIS1;0.009;0
391;ART0000125;BUDGET;ODP17-00418;Controllo qualità;CQ;RIS16;0;1
392;ART0000627;BUDGET;ODP17-01693;Controllo qualità;CQ;RIS16;0;20
393;ART0000625;BUDGET;ODP17-01693;Controllo qualità;CQ;RIS16;0;5
394;ART0000630;BUDGET;ODP17-00857;Controllo qualità;CQ;RIS16;0;21
395;ART0002042;BUDGET;ODP17-02266;Fresatura;A30;RIS7;1.25;7
396;ART0001868;BUDGET;ODP17-02386;Fresatura;A30;RIS7;5.25;0
397;ART0002133;BUDGET;ODP17-02266;Tornitura;A20;RIS2;4.5;7
398;ART0000644;BUDGET;ODP17-02392;Fresatura;A30;RIS9;6.75;0
399;ART0001868;BUDGET;ODP17-02386;Tornitura;A20;RIS14;1;50
400;ART0001868;BUDGET;ODP17-02386;Tornitura;A20;RIS14;8.5;0
401;ART0001868;BUDGET;ODP17-02386;Tornitura;A20;RIS14;1.5;0
402;ART0002133;BUDGET;ODP17-02266;Tornitura;A20;RIS2;1;0
403;ART0001868;BUDGET;ODP17-02386;Fresatura;A30;RIS7;3;50
404;ART0002133;BUDGET;ODP17-02266;Fresatura;A30;RIS7;0.5;7
405;ART0000644;BUDGET;ODP17-02392;Fresatura;A30;RIS9;6.75;32
406;ART0003195;BUDGET;ODP17-02572;Fresatura;A30;RIS7;1.5;2
407;ART0003195;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;2
408;ART0001898;BUDGET;ODP17-02529;Tornitura;A20;RIS14;4;10
409;ART0001898;BUDGET;ODP17-02529;Tornitura;A20;RIS14;2;0
410;ART0001615;BUDGET;ODP17-02266;Fresatura;A30;RIS7;3.25;28
411;ART0001898;BUDGET;ODP17-02529;Fresatura;A30;RIS7;4.5;0
412;ART0001422;BUDGET;ODP17-02267;Tornitura;A20;RIS2;1.75;24
413;ART0001898;BUDGET;ODP17-02529;Fresatura;A30;RIS7;1.5;10
414;ART0001898;BUDGET;ODP17-02529;Brocciatura / stozzatrice;A33;RIS13;1;10
415;ART0002860;BUDGET;ODP17-02266;Controllo qualità;CQ;RIS16;0;7
416;ART0002859;BUDGET;ODP17-02266;Controllo qualità;CQ;RIS16;0;7
417;ART0001868;BUDGET;ODP17-02386;Tornitura;A20;RIS14;-8.5;0
418;ART0001868;BUDGET;ODP17-02386;Tornitura;A20;RIS14;8.5;0
419;ART0001908;BUDGET;ODP17-02529;Tornitura;A20;RIS14;3;15
420;ART0001908;BUDGET;ODP17-02529;Fresatura;A30;RIS7;5;14
421;ART0002598;BUDGET;ODP17-02388;Tornitura;A20;RIS2;0.5;0
422;ART0002598;BUDGET;ODP17-02388;Tornitura;A20;RIS2;0.25;1
423;ART0003164;BUDGET;ODP17-02388;Tornitura;A20;RIS2;2.25;1
424;ART0002886;BUDGET;ODP17-02388;Tornitura;A20;RIS2;1.5;1
425;ART0004410;BUDGET;ODP17-02240;Tornitura;A20;RIS14;1.25;2
426;ART0001940;BUDGET;ODP17-02757;Tornitura;A20;RIS2;0.75;2
427;ART0001940;BUDGET;ODP17-02757;Tornitura;A20;RIS14;2;0
428;ART0002598;BUDGET;ODP17-02388;Fresatura;A30;RIS7;1;1
429;ART0000312;BUDGET;ODP17-01503;Controllo qualità;CQ;RIS16;0;32
430;ART0004084;BUDGET;ODP17-01093;Montaggio;A40;RIS9;3.15;0
431;ART0001263;BUDGET;ODP17-02388;Tornitura;A20;RIS2;0.25;1
432;ART0001261;BUDGET;ODP17-02388;Tornitura;A20;RIS2;0.25;1
433;ART0001587;BUDGET;ODP17-02388;Tornitura;A20;RIS2;0.5;3
434;ART0001786;BUDGET;ODP17-02529;Tornitura;A20;RIS14;1.5;10
435;ART0000643;BUDGET;ODP17-02240;Tornitura;A20;RIS2;1.5;51
436;ART0003268;BUDGET;ODP17-02265;Tornitura;A20;RIS2;0.08;1
437;ART0001807;BUDGET;ODP17-02480;Tornitura;A20;RIS13;3;0
438;ART0002886;BUDGET;ODP17-02388;Fresatura;A30;RIS7;2;1
439;ART0001830;BUDGET;ODP17-02757;Tornitura;A20;RIS14;2.5;2
440;ART0001830;BUDGET;ODP17-02757;Fresatura;A30;RIS7;1.25;2
441;ART0002042;BUDGET;ODP17-02266;Controllo qualità;CQ;RIS16;0;7
442;ART0001921;BUDGET;ODP17-01273;Controllo qualità;CQ;RIS16;0;11
443;ART0000628;BUDGET;ODP17-02528;Fresatura;A30;RIS9;9;0
444;ART0001886;BUDGET;ODP17-01410;Controllo qualità;CQ;RIS16;0;12
445;ART0003164;BUDGET;ODP17-02388;Tornitura;A20;RIS2;0.5;0
446;ART0001785;BUDGET;ODP17-02385;Tornitura;A20;RIS14;3.5;20
447;ART0002886;BUDGET;ODP17-02388;Controllo qualità;CQ;RIS16;0;1
448;ART0001786;BUDGET;ODP17-02529;Tornitura;A20;RIS14;1.5;0
449;ART0000752;BUDGET;ODP17-01273;Montaggio;A40;RIS4;1;6
450;ART0000850;BUDGET;ODP17-02710;Montaggio;A40;RIS4;0.25;3
451;ART0000782;BUDGET;ODP17-01509;Controllo qualità;CQ;RIS16;0;5
452;ART0000850;BUDGET;ODP17-02710;Controllo qualità;CQ;RIS16;0;3
453;ART0000752;BUDGET;ODP17-01273;Controllo qualità;CQ;RIS16;0;6
454;ART0000757;BUDGET;ODP17-01406;Controllo qualità;CQ;RIS16;0;1
455;ART0004410;BUDGET;ODP17-02240;Controllo qualità;CQ;RIS16;0;2
456;ART0001940;BUDGET;ODP17-02757;Tornitura;A20;RIS2;4.5;0
457;ART0001785;BUDGET;ODP17-02385;Fresatura;A30;RIS7;7;20
458;ART0001785;BUDGET;ODP17-02385;Controllo qualità;CQ;RIS16;0;20
459;ART0001940;BUDGET;ODP17-02757;Fresatura;A30;RIS7;1.25;0
460;ART0000628;BUDGET;ODP17-02528;Fresatura;A30;RIS9;9;11
461;ART0000643;BUDGET;ODP17-02240;Controllo qualità;CQ;RIS16;0;51
462;ART0001940;BUDGET;ODP17-02757;Fresatura;A30;RIS7;1.25;2
463;ART0000848;BUDGET;ODP17-01410;Montaggio;A40;RIS4;2.5;13
464;ART0000129;BUDGET;ODP17-01503;Controllo qualità;CQ;RIS16;0;5
465;ART0001807;BUDGET;ODP17-02480;Tornitura;A20;RIS14;6.5;60
466;ART0001807;BUDGET;ODP17-02480;Tornitura;A20;RIS14;5.5;0
467;ART0001786;BUDGET;ODP17-02529;Fresatura;A30;RIS7;2.5;10
468;ART0003268;BUDGET;ODP17-02265;Controllo qualità;CQ;RIS16;0;1
469;ART0001263;BUDGET;ODP17-02388;Controllo qualità;CQ;RIS16;0;1
470;ART0001261;BUDGET;ODP17-02388;Controllo qualità;CQ;RIS16;0;1
471;ART0001807;BUDGET;ODP17-02480;Fresatura;A30;RIS7;0.5;0
472;ART0001587;BUDGET;ODP17-02388;Controllo qualità;CQ;RIS16;0;3
473;ART0001615;BUDGET;ODP17-02266;Controllo qualità;CQ;RIS16;0;28
474;ART0000795;BUDGET;ODP17-02384;Montaggio;A40;RIS4;3;10
475;ART0000795;BUDGET;ODP17-02384;Controllo qualità;CQ;RIS16;0;10
476;ART0002041;BUDGET;ODP17-02266;Tornitura;A20;RIS14;2.5;7
477;ART0002041;BUDGET;ODP17-02266;Tornitura;A20;RIS14;1.5;0
478;ART0001807;BUDGET;ODP17-02480;Fresatura;A30;RIS7;4;0
479;ART0002148;BUDGET;ODP17-02856;Tornitura;A20;RIS14;3.5;6
480;ART0001908;BUDGET;ODP17-02529;Controllo qualità;CQ;RIS16;0;14
481;ART0005136;BUDGET;ODP17-02965;Tornitura;A20;RIS2;1.25;3
482;ART0001422;BUDGET;ODP17-02267;Controllo qualità;CQ;RIS16;0;24
483;ART0005136;BUDGET;ODP17-02965;Fresatura;A30;RIS9;3;3
484;ART0001989;BUDGET;ODP17-02503;Tornitura;A20;RIS14;1;12
485;ART0000697;BUDGET;ODP17-02601;Tornitura;A20;RIS2;3.25;4
486;ART0001807;BUDGET;ODP17-02480;Fresatura;A30;RIS7;4.25;0
487;ART0002504;BUDGET;ODP17-02529;Tornitura;A20;RIS14;4;16
488;ART0002041;BUDGET;ODP17-02266;Fresatura;A30;RIS7;1;7
489;ART0001898;BUDGET;ODP17-01982;Controllo qualità;CQ;RIS16;0;8
490;ART0000893;BUDGET;ODP17-02242;Tornitura;A20;RIS2;3.25;2
491;ART0001989;BUDGET;ODP17-02503;Controllo qualità;CQ;RIS16;0;12
492;ART0001807;BUDGET;ODP17-02480;Fresatura;A30;RIS7;1.75;0
493;ART0001917;BUDGET;ODP17-02480;Tornitura;A20;RIS1;8;0
494;ART0001807;BUDGET;ODP17-02480;Fresatura;A30;RIS7;1.25;60
495;ART0002148;BUDGET;ODP17-02856;Fresatura;A30;RIS7;1.5;6
496;ART0002504;BUDGET;ODP17-02529;Fresatura;A30;RIS7;1.25;0
497;ART0002504;BUDGET;ODP17-02529;Fresatura;A30;RIS7;2;16
498;ART0005028;BUDGET;ODP17-02243;Tornitura;A20;RIS14;1.5;0
499;ART0005028;BUDGET;ODP17-02243;Tornitura;A20;RIS14;2;0
500;ART0001830;BUDGET;ODP17-02757;Controllo qualità;CQ;RIS16;0;2
501;ART0001786;BUDGET;ODP17-02529;Controllo qualità;CQ;RIS16;0;10
502;ART0005028;BUDGET;ODP17-02243;Fresatura;A30;RIS7;3.75;1
503;ART0000748;BUDGET;ODP17-02386;Controllo qualità;CQ;RIS16;0;49
504;ART0001636;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;4
505;ART0001917;BUDGET;ODP17-02480;Tornitura;A20;RIS1;6;0
506;ART0001917;BUDGET;ODP17-02480;Tornitura;A20;RIS1;8;0
507;ART0002271;BUDGET;ODP17-02892;Tornitura;A20;RIS14;1;2
508;ART0002271;BUDGET;ODP17-02892;Tornitura;A20;RIS14;1;0
509;ART0002228;BUDGET;ODP17-02572;Tornitura;A20;RIS14;1.5;2
510;ART0002228;BUDGET;ODP17-02572;Tornitura;A20;RIS14;0.5;0
511;ART0002263;BUDGET;ODP17-02572;Tornitura;A20;RIS14;1;1
512;ART0000804;BUDGET;ODP17-02889;Controllo qualità;CQ;RIS16;0;1
513;ART0000783;BUDGET;ODP17-01982;Controllo qualità;CQ;RIS16;0;2
514;ART0000804;BUDGET;ODP17-01277;Controllo qualità;CQ;RIS16;0;2
515;ART0002263;BUDGET;ODP17-02572;Fresatura;A30;RIS7;0.75;1
516;ART0002228;BUDGET;ODP17-02572;Fresatura;A30;RIS7;0.75;2
517;ART0002271;BUDGET;ODP17-02892;Fresatura;A30;RIS7;1;2
518;ART0001493;BUDGET;ODP17-02572;Tornitura;A20;RIS2;0.75;1
519;ART0001497;BUDGET;ODP17-02892;Tornitura;A20;RIS2;1;2
520;ART0001917;BUDGET;ODP17-02480;Tornitura;A20;RIS1;8;0
521;ART0001917;BUDGET;ODP17-02480;Tornitura;A20;RIS1;4;59
522;ART0001497;BUDGET;ODP17-02892;Controllo qualità;CQ;RIS16;0;2
523;ART0001493;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;1
524;ART0005028;BUDGET;ODP17-02243;Controllo qualità;CQ;RIS16;0;1
525;ART0002829;BUDGET;ODP17-02892;Tornitura;A20;RIS2;2.5;6
526;ART0002829;BUDGET;ODP17-02892;Controllo qualità;CQ;RIS16;0;6
527;ART0000893;BUDGET;ODP17-02242;Controllo qualità;CQ;RIS16;0;2
528;ART0001939;BUDGET;ODP17-02941;Tornitura;A20;RIS14;1.5;1
529;ART0000893;BUDGET;ODP17-02242;Tornitura;A20;RIS14;2.5;0
530;ART0000644;BUDGET;ODP17-02392;Controllo qualità;CQ;RIS16;0;31
531;ART0002133;BUDGET;ODP17-02266;Controllo qualità;CQ;RIS16;0;7
532;ART0002366;BUDGET;ODP17-02988;Tornitura;A20;RIS14;4.5;16
533;ART0002012;BUDGET;ODP17-02685;Tornitura;A20;RIS2;1;1
534;ART0002793;BUDGET;ODP17-02988;Fresatura;A30;RIS7;7.75;60
535;ART0002793;BUDGET;ODP17-02988;Fresatura;A30;RIS7;0.75;0
536;ART0002041;BUDGET;ODP17-02266;Controllo qualità;CQ;RIS16;0;7
537;ART0002148;BUDGET;ODP17-02856;Controllo qualità;CQ;RIS16;0;6
538;ART0002012;BUDGET;ODP17-02685;Fresatura;A30;RIS7;0.5;1
539;ART0002224;BUDGET;ODP17-02988;Tornitura;A20;RIS14;4;16
540;ART0002228;BUDGET;ODP17-02572;Tornitura;A20;RIS14;0.5;0
541;ART0001939;BUDGET;ODP17-02941;Fresatura;A30;RIS7;2.25;1
542;ART0002012;BUDGET;ODP17-02685;Tornitura;A20;RIS2;1;0
543;ART0002224;BUDGET;ODP17-02988;Fresatura;A30;RIS7;2.75;16
544;ART0002366;BUDGET;ODP17-02988;Fresatura;A30;RIS7;0.25;0
545;ART0002504;BUDGET;ODP17-02529;Controllo qualità;CQ;RIS16;0;16
546;ART0002012;BUDGET;ODP17-02685;Controllo qualità;CQ;RIS16;0;1
547;ART0005136;BUDGET;ODP17-00667;Montaggio;A40;RIS4;8;0
548;ART0005136;BUDGET;ODP17-00667;Montaggio;A40;RIS4;8;0
549;ART0002455;BUDGET;ODP17-02572;Tornitura;A20;RIS2;1;0
550;ART0002455;BUDGET;ODP17-02572;Tornitura;A20;RIS2;3;0
551;ART0001391;BUDGET;ODP17-02529;Tornitura;A20;RIS14;1.75;39
552;ART0001391;BUDGET;ODP17-02529;Controllo qualità;CQ;RIS16;0;39
553;ART0002366;BUDGET;ODP17-02988;Fresatura;A30;RIS7;2.25;16
554;ART0002455;BUDGET;ODP17-02572;Tornitura;A20;RIS2;2.45;1
555;ART0002455;BUDGET;ODP17-02572;Fresatura;A30;RIS2;0.3;0
556;ART0002866;BUDGET;ODP17-03076;Tornitura;A20;RIS14;2;2
557;ART0001745;BUDGET;ODP17-02572;Tornitura;A20;RIS2;5.25;1
558;ART0003189;BUDGET;ODP17-02988;Fresatura;A30;RIS7;2;52
559;ART0003189;BUDGET;ODP17-02988;Controllo qualità;CQ;RIS16;0;52
560;ART0001739;BUDGET;ODP17-02942;Tornitura;A20;RIS14;2;3
561;ART0002456;BUDGET;ODP17-02572;Tornitura;A20;RIS2;2.75;1
562;ART0002958;BUDGET;ODP17-02572;Tornitura;A20;RIS14;1.5;2
563;ART0002988;BUDGET;ODP17-02572;Tornitura;A20;RIS2;2.5;1
564;ART0002990;BUDGET;ODP17-02572;Tornitura;A20;RIS14;1.5;1
565;ART0002989;BUDGET;ODP17-02572;Tornitura;A20;RIS2;1.75;1
566;ART0002580;BUDGET;ODP17-02572;Tornitura;A20;RIS2;1;0
567;ART0001514;BUDGET;ODP17-02757;Tornitura;A20;RIS14;1;2
568;ART0001514;BUDGET;ODP17-02757;Tornitura;A20;RIS14;0.5;0
569;ART0001733;BUDGET;ODP17-02883;Tornitura;A20;RIS14;2;16
570;ART0002580;BUDGET;ODP17-02572;Tornitura;A20;RIS2;0.5;0
571;ART0002580;BUDGET;ODP17-02572;Tornitura;A20;RIS2;2;1
572;ART0002959;BUDGET;ODP17-02572;Tornitura;A20;RIS2;0.75;2
573;ART0002262;BUDGET;ODP17-02572;Tornitura;A20;RIS14;1.5;1
574;ART0002263;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;1
575;ART0002228;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;2
576;ART0002271;BUDGET;ODP17-02892;Controllo qualità;CQ;RIS16;0;2
577;ART0002793;BUDGET;ODP17-02988;Controllo qualità;CQ;RIS16;0;60
578;ART0001637;BUDGET;ODP17-02572;Tornitura;A20;RIS2;4;4
579;ART0002267;BUDGET;ODP17-03149;Tornitura;A20;RIS14;2;4
580;ART0002267;BUDGET;ODP17-03149;Tornitura;A20;RIS14;0.5;0
581;ART0001807;BUDGET;ODP17-02480;Controllo qualità;CQ;RIS16;0;60
582;ART0001733;BUDGET;ODP17-02883;Fresatura;A30;RIS9;1;16
583;ART0000628;BUDGET;ODP17-02528;Controllo qualità;CQ;RIS16;0;11
584;ART0002580;BUDGET;ODP17-02572;Fresatura;A30;RIS9;1;1
585;ART0002262;BUDGET;ODP17-02572;Fresatura;A30;RIS9;1;1
586;ART0002958;BUDGET;ODP17-02572;Fresatura;A30;RIS9;0.75;2
587;ART0002990;BUDGET;ODP17-02572;Fresatura;A30;RIS9;1.25;1
588;ART0002958;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;2
589;ART0001185;BUDGET;ODP17-03076;Tornitura;A20;RIS2;5.5;4
590;ART0001889;BUDGET;ODP17-03075;Tornitura;A20;RIS14;2;2
591;ART0002581;BUDGET;ODP17-02572;Tornitura;A20;RIS2;1.25;1
592;ART0001889;BUDGET;ODP17-03075;Fresatura;A30;RIS9;1;0
593;ART0001889;BUDGET;ODP17-03075;Fresatura;A30;RIS9;0.75;2
594;ART0001252;BUDGET;ODP17-02892;Tornitura;A20;RIS2;4.25;2
595;ART0002140;BUDGET;ODP17-03150;Tornitura;A20;RIS14;1.75;2
596;ART0002139;BUDGET;ODP17-03150;Tornitura;A20;RIS14;1.75;2
597;ART0000795;BUDGET;ODP17-02882;Montaggio;A40;RIS4;3.5;10
598;ART0001741;BUDGET;ODP17-03214;Tornitura;A20;RIS14;2;1
599;ART0000783;BUDGET;ODP17-03148;Controllo qualità;CQ;RIS16;0;2
600;ART0000795;BUDGET;ODP17-02882;Controllo qualità;CQ;RIS16;0;10
601;ART0002959;BUDGET;ODP17-02572;Fresatura;A30;RIS9;1;2
602;ART0002959;BUDGET;ODP17-02572;Tornitura;A20;RIS2;0.75;0
603;ART0001264;BUDGET;ODP17-02891;Tornitura;A20;RIS2;0.08;1
604;ART0002988;BUDGET;ODP17-02572;Fresatura;A30;RIS9;1;0
605;ART0001745;BUDGET;ODP17-02572;Fresatura;A30;RIS7;1.25;1
606;ART0001739;BUDGET;ODP17-02942;Fresatura;A30;RIS9;0.5;3
607;ART0001514;BUDGET;ODP17-02757;Fresatura;A30;RIS9;1;2
608;ART0002581;BUDGET;ODP17-02572;Fresatura;A30;RIS7;2.25;1
609;ART0002959;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;2
610;ART0005026;BUDGET;ODP17-02807;Tornitura;A20;RIS14;2.25;1
611;ART0002366;BUDGET;ODP17-02988;Controllo qualità;CQ;RIS16;0;16
612;ART0002224;BUDGET;ODP17-02988;Controllo qualità;CQ;RIS16;0;16
613;ART0002988;BUDGET;ODP17-02572;Fresatura;A30;RIS7;0.5;1
614;ART0002456;BUDGET;ODP17-02572;Fresatura;A30;RIS7;2;1
615;ART0002989;BUDGET;ODP17-02572;Fresatura;A30;RIS7;1.75;1
616;ART0001733;BUDGET;ODP17-02883;Tornitura;A20;RIS1;4;0
617;ART0001733;BUDGET;ODP17-02883;Saldatura;A11;RIS13;1;16
618;ART0002139;BUDGET;ODP17-03150;Fresatura;A30;RIS9;1;2
619;ART0001637;BUDGET;ODP17-02572;Fresatura;A30;RIS7;0.75;4
620;ART0001776;BUDGET;ODP17-03075;Tornitura;A20;RIS14;1.5;2
621;ART0001776;BUDGET;ODP17-03075;Tornitura;A20;RIS14;0.5;0
622;ART0002140;BUDGET;ODP17-03150;Fresatura;A30;RIS9;1;2
623;ART0002267;BUDGET;ODP17-03149;Fresatura;A30;RIS7;1.25;4
624;ART0001829;BUDGET;ODP17-02941;Tornitura;A20;RIS14;2;1
625;ART0001776;BUDGET;ODP17-03075;Fresatura;A30;RIS9;1.25;2
626;ART0001252;BUDGET;ODP17-02892;Fresatura;A30;RIS7;1.25;2
627;ART0001829;BUDGET;ODP17-02941;Fresatura;A30;RIS9;1;1
628;ART0002866;BUDGET;ODP17-03076;Fresatura;A30;RIS9;1.75;2
629;ART0001741;BUDGET;ODP17-03214;Fresatura;A30;RIS7;1.25;1
630;ART0001897;BUDGET;ODP17-02385;Controllo qualità;CQ;RIS16;0;20
631;ART0002866;BUDGET;ODP17-03076;Controllo qualità;CQ;RIS16;0;2
632;ART0001940;BUDGET;ODP17-02757;Controllo qualità;CQ;RIS16;0;2
633;ART0001185;BUDGET;ODP17-03076;Fresatura;A30;RIS7;1.5;4
634;ART0001185;BUDGET;ODP17-03076;Controllo qualità;CQ;RIS16;0;4
635;ART0002919;BUDGET;ODP17-02892;Tornitura;A20;RIS2;0.5;2
636;ART0002918;BUDGET;ODP17-02892;Tornitura;A20;RIS2;0.5;2
637;ART0000762;BUDGET;ODP17-02385;Controllo qualità;CQ;RIS16;0;10
638;ART0003940;BUDGET;ODP17-03082;Tornitura;A20;RIS14;4;4
639;ART0003940;BUDGET;ODP17-03082;Tornitura;A20;RIS14;2;0
640;ART0002895;BUDGET;ODP17-03150;Fresatura;A30;RIS9;2.75;1
641;ART0002896;BUDGET;ODP17-03150;Fresatura;A30;RIS9;2.5;1
642;ART0002918;BUDGET;ODP17-02892;Tornitura;A20;RIS2;0.75;0
643;ART0003940;BUDGET;ODP17-03082;Fresatura;A30;RIS9;3.75;0
644;ART0001264;BUDGET;ODP17-02891;Controllo qualità;CQ;RIS16;0;1
645;ART0000762;BUDGET;ODP17-02385;Montaggio;A40;RIS13;2;10
646;ART0002919;BUDGET;ODP17-02892;Tornitura;A20;RIS2;1;0
647;ART0002262;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;1
648;ART0002581;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;1
649;ART0001745;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;1
650;ART0002455;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;1
651;ART0002580;BUDGET;ODP17-02572;Controllo qualità;CQ;RIS16;0;1
652;ART0002918;BUDGET;ODP17-02892;Fresatura;A30;RIS7;1.5;2
653;ART0002919;BUDGET;ODP17-02892;Fresatura;A30;RIS7;1;2
654;ART0003940;BUDGET;ODP17-03082;Fresatura;A30;RIS9;2.25;4
655;ART0001807;BUDGET;ODP17-03175;Tornitura;A20;RIS14;2;30
656;ART0001807;BUDGET;ODP17-03175;Tornitura;A20;RIS14;5.5;0
657;ART0003105;BUDGET;ODP17-03508;Fresatura;A30;RIS7;2.75;1
658;ART0002019;BUDGET;ODP17-03125;Fresatura;A30;RIS7;0.5;1
659;ART0001733;BUDGET;ODP17-02883;Tornitura;A20;RIS2;1.75;0
660;ART0002018;BUDGET;ODP17-03125;Fresatura;A30;RIS7;0.75;1
661;ART0001267;BUDGET;ODP17-03149;Tornitura;A20;RIS2;0.75;1
662;ART0004175;BUDGET;ODP17-03187;Tornitura;A20;RIS14;3;3
663;ART0001807;BUDGET;ODP17-03175;Fresatura;A30;RIS7;4.5;0
664;ART0001917;BUDGET;ODP17-03175;Tornitura;A20;RIS1;5;0
665;ART0001917;BUDGET;ODP17-03175;Fresatura;A30;RIS1;0.009;0
